0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,9,0,8,1,1,0,0,0,0,2,1,0,0,0,0,1,3,5,0,0,3,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,9,1,0,0,0,1,0,15,0,1,0,0,0,7,2,0,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,2
0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,2,4,2,0,1,0,2,15,0,0,0,0,1,0,0,8,0,1,0,0,0
0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,11,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,2,0,2,0,0,0,0,0,0,7,0,0,1,0,0,1,1,3,0,0,0,0,2
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,4,0,0,0,1,0,5,1,0,0,0,0,0,0
